Date,Smooth,Seasonal,Holidays,Week_number,Yday,Day
2017-06-12,-0.00697281323912586,-0.0728308868190205,0,24,163,2719
2017-06-19,-0.00613341010758094,-0.0811746391482566,0,25,170,2726
2017-06-26,-0.00503171159563517,-0.088614979607412,0,26,177,2733
2017-07-03,-0.00370217001376508,-0.095060122448066,0,27,184,2740
2017-07-10,-0.00217923767244715,-0.100418281921798,0,28,191,2747
2017-07-17,-0.000497366882157898,-0.104597672280187,0,29,198,2754
2017-07-24,0.00130899004662621,-0.107506507774813,0,30,205,2761
2017-07-31,0.00320538434763262,-0.109053450078101,0,31,212,2768
2017-08-07,0.00515882005854234,-0.109188734974172,0,32,219,2775
2017-08-14,0.00713998321036577,-0.107937336942847,0,33,226,2782
2017-08-21,0.00912013435444347,-0.105332034861477,0,34,233,2789
2017-08-28,0.0110705340421159,-0.101405607607415,-0.0747670275721736,35,240,2796
2017-09-04,0.0129624428247235,-0.0961908340580097,0.0747670275721736,36,247,2803
2017-09-11,0.0147671212536069,-0.0897204930906139,0,37,254,2810
2017-09-18,0.0164558298801065,-0.0820273635825784,0,38,261,2817
2017-09-25,0.0179998292555628,-0.0731547304355368,0,39,268,2824
2017-10-02,0.0193707637705054,-0.0632153888113116,0,40,275,2831
2017-10-09,0.0205580571378711,-0.0523503673692336,0,41,282,2838
2017-10-16,0.0215760332846581,-0.0407007760856212,0,42,289,2845
2017-10-23,0.0224408750037959,-0.0284077249367925,0,43,296,2852
2017-10-30,0.0231687650882139,-0.0156123238990657,0,44,303,2859
2017-11-06,0.0237758863308415,-0.00245568294875916,0,45,310,2866
2017-11-13,0.0242784215246084,0.0109223063528566,0,46,317,2873
2017-11-20,0.0246925534624438,0.0244316081527092,0,47,324,2880
2017-11-27,0.0250344649372773,0.0380484293107918,0,48,331,2887
